user_id,hotel_name,rating_norm,price_norm,trip_type,companion
,The Siam,4.2,1,leisure,friend
,The Siam,4.2,1,business,friend
,The Sukhothai Bangkok,4.2,0.17757209,business,solo
,The Tawana Bangkok,2.6,0.102788656,business,family
,The Tawana Bangkok,2.6,0.102788656,leisure,family
,The Vertical Suite,2.6,0.068138127,business,family
,The Warehouse Bangkok,2.6,0.071840513,business,family
,The Warehouse Bangkok,2.6,0.071840513,leisure,family
,The Yard Hostel,4.2,0.03158894,business,couple
,ThongLor Travellers Hostel and Cafe,4.2,0.050575531,business,friend
,Tiger Lily Hostel,4.2,0.004770381,leisure,solo
,Tiger Lily Hostel,4.2,0.004770381,business,solo
,Tower Club At lebua,4.2,0.147644476,business,couple
,Tower Club At lebua,4.2,0.147644476,leisure,solo
,Trica Hostel,4.2,0.024468969,leisure,friend
,Trica Hostel,4.2,0.002634389,business,solo
,Trica Hostel,4.2,0.010229026,leisure,couple
,Trica Hostel,4.2,0.024468969,business,friend
,Trica Hostel,4.2,0.002634389,leisure,solo
,Triple Two Silom,4.2,0.057339504,business,solo
,Triple Two Silom,4.2,0.057339504,leisure,solo
,Triple Two Silom,4.2,0.118689925,business,friend
,U Sathorn Bangkok,4.2,0.116648867,leisure,solo
,U Sathorn Bangkok,4.2,0.116648867,business,solo
,U Sukhumvit Bangkok,4.2,0.166892132,leisure,friend
,U Sukhumvit Bangkok,4.2,0.166892132,business,friend
,U Sukhumvit Bangkok,4.2,0.076421028,business,solo
,U Sukhumvit Bangkok,4.2,0.076421028,leisure,solo
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.049151537,leisure,solo
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.049151537,leisure,couple
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.114275543,business,friend
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.114275543,leisure,friend
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.049151537,business,solo
,Udee Bangkok Hostel,3.4,0.00666904,leisure,solo
,Unitato Hostel,4.2,0.019722321,leisure,friend
,Unitato Hostel,4.2,0.001922392,leisure,solo
,Unitato Hostel,4.2,0.019722321,business,friend
,United Residence,4.2,0.026367628,business,couple
,Urban Hostel Bangkok,4.2,0.023519639,business,friend
,V Residence Bangkok,4.2,0.116862466,leisure,family
,V Residence Bangkok,4.2,0.116862466,business,family
,VM1 Hostel,4.2,0.005957043,business,solo
,VM1 Hostel,4.2,0.030164946,leisure,friend
,Villa Phra Sumen Bangkok,4.2,0.041841699,leisure,couple
,Villa Phra Sumen Bangkok,4.2,0.041841699,leisure,solo
,Villa Phra Sumen Bangkok,4.2,0.041841699,business,solo
,Villa Phra Sumen Bangkok,4.2,0.041841699,business,couple
,Viva Garden Serviced Residence,4.2,0.044404889,business,solo
,Viva Garden Serviced Residence,4.2,0.098042008,business,friend
,Viva Garden Serviced Residence,4.2,0.098042008,leisure,friend
,Viva Garden Serviced Residence,4.2,0.044404889,leisure,couple
,Viva Garden Serviced Residence,4.2,0.044404889,business,couple
,Viva Garden Serviced Residence,4.2,0.044404889,leisure,solo
,W Bangkok Hotel,4.2,0.144037024,business,solo
,W Bangkok Hotel,4.2,0.292084965,business,family
,W Home Bangkok,4.2,0.03158894,business,couple
,W Home Bangkok,4.2,0.03158894,leisure,couple
,WH hostel,4.2,0.045828883,business,friend
,Wayla Hostel,4.2,0.003583719,business,solo
,Wayla Hostel,4.2,0.026367628,leisure,friend
,Wayla Hostel,4.2,0.026367628,business,friend
,Wayla Hostel,4.2,0.011178355,leisure,couple
,Wealth 30th,2.6,0.013789012,business,family
,Wealth 30th,2.6,0.013789012,leisure,family
,Weeping Willow,5,0.047442744,leisure,family
,Well Hotel Bangkok,4.2,0.06588347,leisure,solo
,Well Hotel Bangkok,4.2,0.06588347,business,couple
,Well Hotel Bangkok,4.2,0.06588347,business,solo
,Well Hotel Bangkok,4.2,0.06588347,leisure,couple
,Yellow Ribbon Hills Boutique Suites,2.6,0.033938531,business,family
,Yim Huai Khwang,4.2,0.057695503,business,family
,Yim Huai Khwang,4.2,0.057695503,leisure,family
,Yim Huai Khwang,4.2,0.057695503,business,friend
,Yim Huai Khwang,4.2,0.00666904,business,solo
,Yindee Hostel Bangkok,4.2,0.002871722,leisure,solo
,Yindee Hostel Bangkok,4.2,0.028740952,business,friend
,Yindee Hostel Bangkok,4.2,0.028740952,leisure,friend
,Yoo Yen Pen Sook,4.2,0.032063605,leisure,friend
,Yoo Yen Pen Sook,4.2,0.005007713,leisure,solo
,ZEN Rooms Charurat,1,0.025655631,leisure,solo
,ZEN Rooms Charurat,1,0.025655631,business,solo
,ZEN Rooms Ladprao Soi 23,2.6,0.019722321,leisure,solo
,ZEN Rooms Ladprao Soi 23,2.6,0.019722321,business,solo
,Zenniq,2.6,0.077156758,business,friend
,Ziniza The Boutique Service Apartment,2.6,0.052948855,business,family
,Ziniza The Boutique Service Apartment,2.6,0.052948855,leisure,family
,iCheck inn Sukhumvit 19,2.6,0.094719354,business,family
,iSanook Hostel,4.2,0.002515723,leisure,solo
,iSanook Hostel,4.2,0.002515723,business,solo
,lebua at State Tower,4.2,0.109315296,business,couple
,the FAH silom,4.2,0.032229738,business,solo
,the FAH silom,4.2,0.032229738,leisure,solo
